symbol,name,type,region,marketOpen,marketClose,timezone,currency,matchScore
012630.KOR,"HDC HOLDINGS CO.,Ltd",Equity,Korea,09:00,15:30,UTC+09,KRW,0.7500
HDCAX,Rational Dividend Capture A,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
HDCTX,Rational Dividend Capture Instl,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
HDCEX,Rational Dividend Capture C,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
HDCVX,Janus Henderson Dividend & Inc Builder C,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.2609
089470.KOR,HDC Hyundai Engineering Plastics Co. Ltd.,Equity,Korea,09:00,15:30,UTC+09,KRW,0.2222
KR5226962458.KOR,HDC Hyundai Hero-Best Dividend Equity C5,Mutual Fund,Korea,09:00,15:30,UTC+09,KRW,0.1818
KRM226A18647.KOR,HDC Bond Plus Alpha No.1 Bond Balanced A,Mutual Fund,Korea,09:00,15:30,UTC+09,KRW,0.1395
039570.KOR,HDC I-Controls Co. Ltd.,Equity,Korea,09:00,15:30,UTC+09,KRW,0.1395
F00000T6R2.KOR,HDC Good Governance Equity 1 S,Mutual Fund,Korea,09:00,15:30,UTC+09,KRW,0.1333
