symbol,name,type,region,marketOpen,marketClose,timezone,currency,matchScore
8521.BER,C.IB.E.S.G.C.1-5T.U.ETF I,ETF,Berlin,08:00,20:00,UTC+01,EUR,0.3636
8521.DUS,C.IB.E.S.G.C.1-5T.U.ETF I,ETF,Dusseldorf,08:30,20:00,UTC+01,EUR,0.3636
8521.HAM,C.IB.E.S.G.C.1-5T.U.ETF I,ETF,Hamburg,08:00,20:00,UTC+01,EUR,0.3636
8523.BER,C.IB.E.S.G.C.10+T.U.ETF I,ETF,Berlin,08:00,20:00,UTC+01,EUR,0.2759
8523.DUS,C.IB.E.S.G.C.10+T.U.ETF I,ETF,Dusseldorf,08:30,20:00,UTC+01,EUR,0.2759
8523.HAM,C.IB.E.S.G.C.10+T.U.ETF I,ETF,Hamburg,08:00,20:00,UTC+01,EUR,0.2759
X502.HAM,C.IB.E.L.S.D.1-3T.U.ETF I,ETF,Hamburg,08:00,20:00,UTC+01,EUR,0.2759
X508.DUS,C.IB.E.L.S.D.15+T.U.ETF I,ETF,Dusseldorf,08:30,20:00,UTC+01,EUR,0.2759
X508.HAM,C.IB.E.L.S.D.15+T.U.ETF I,ETF,Hamburg,08:00,20:00,UTC+01,EUR,0.2759
X509.BER,C.IB.E.L.S.D.25+T.U.ETF I,ETF,Berlin,08:00,20:00,UTC+01,EUR,0.2759
