symbol,name,type,region,marketOpen,marketClose,timezone,currency,matchScore
LCCCX,Columbia Contrarian Core C,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
LCCAX,Columbia Contrarian Core A,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
LCCMX,Leader Short Duration Bond Inv,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
LCCIX,Leader Short Duration Bond Instl,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
LCCTX,Leader Total Return C,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
LCCFX,Lord Abbett Corporate Bond F,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
LCCTF,L'Occitane International S.A.,Equity,United States,09:30,16:00,UTC-05,USD,0.7500
LCC.MIL,Life Care Capital S.p.A.,Equity,Milan,09:00,17:30,UTC+01,EUR,0.6667
LCCAC.ARG,LCCAC.BA,Equity,Argentina,11:00,17:00,UTC-03,ARS,0.5455
LCCINFOTEC-EQ.NSE,LCC INFOTECH,Equity,India/NSE,09:15,15:30,UTC+5.5,INR,0.4000
