symbol,name,type,region,marketOpen,marketClose,timezone,currency,matchScore
WETF,WisdomTree Investments Inc.,Equity,United States,09:30,16:00,UTC-05,USD,0.2857
DGRW,WisdomTree US Quality Dividend Gr ETF,ETF,United States,09:30,16:00,UTC-05,USD,0.2857
DON,WisdomTree US MidCap Dividend ETF,ETF,United States,09:30,16:00,UTC-05,USD,0.2857
EPI,WisdomTree India Earnings ETF,ETF,United States,09:30,16:00,UTC-05,USD,0.2857
DEM,WisdomTree Emerging Markets High Dividend ETF,ETF,United States,09:30,16:00,UTC-05,USD,0.2857
DES,WisdomTree US SmallCap Dividend ETF,ETF,United States,09:30,16:00,UTC-05,USD,0.2857
DXJ,WisdomTree Japan Hedged Equity ETF,ETF,United States,09:30,16:00,UTC-05,USD,0.2857
DHS,WisdomTree US High Dividend ETF,ETF,United States,09:30,16:00,UTC-05,USD,0.2500
DGS,WisdomTree Emerging Markets SmCp Dividend ETF,ETF,United States,09:30,16:00,UTC-05,USD,0.2500
CYB,WisdomTree Chinese Yuan Strategy ETF,ETF,United States,09:30,16:00,UTC-05,USD,0.2000
