symbol,name,type,region,marketOpen,marketClose,timezone,currency,matchScore
ZEUS,Olympic Steel Inc.,Equity,United States,09:30,16:00,UTC-05,USD,0.6667
OCPNY,Olympus Corporation,Equity,United States,09:30,16:00,UTC-05,USD,0.6667
ROCLF,Royal Olympic Cruise Lines Inc.,Equity,United States,09:30,16:00,UTC-05,USD,0.6667
OCPNF,Olympus Corporation,Equity,United States,09:30,16:00,UTC-05,USD,0.5000
OLG.PAR,Olympique Lyonnais Groupe SA,Equity,Paris,09:00,17:30,UTC+01,EUR,0.5000
OLY.TRT,Olympia Financial Group Inc.,Equity,Toronto,09:30,16:00,UTC-05,CAD,0.4444
7733.TOK,Olympus Corporation,Equity,Tokyo,09:00,15:00,UTC+09,JPY,0.3636
OLPCL.BSE,Olympic Cards Limited,Equity,India/Bombay,09:15,15:30,UTC+5.5,INR,0.2727
OLY2.LON,LYXOR INTERNATIONAL ASSET MANAG,ETF,United Kingdom,08:00,16:30,UTC+00,GBP,0.2727
OLY3.LON,LYXOR INTERNATIONAL ASSET MANAG,ETF,United Kingdom,08:00,16:30,UTC+00,GBP,0.2727
