symbol,name,type,region,marketOpen,marketClose,timezone,currency,matchScore
MRYNX,MassMutual RetireSMART by JPM 2030 R3,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
MRYSX,MassMutual RetireSMART by JPM 2030 Svc,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
MRYUX,MassMutual RetireSMART by JPM 2030 I,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
MRYTX,MassMutual RetireSMART by JPM 2030 R5,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
MRYYX,MassMutual RetireSMART by JPM 2030 Admiral,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
MRYZX,MassMutual RetireSMART by JPM 2030 R4,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
MRYAX,MassMutual RetireSMART by JPM 2030 A,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
MRY.FRK,Mercury NZ Limited,Equity,Frankfurt,08:00,20:00,UTC+01,EUR,0.7500
MRY.BER,MERCURY NZ LTD.,Equity,Berlin,08:00,20:00,UTC+01,EUR,0.6667
MRY.STG,Mercury NZ Ltd. Registered Shar,Equity,Stuttgart,08:00,20:00,UTC+01,EUR,0.6667
