symbol,name,type,region,marketOpen,marketClose,timezone,currency,matchScore
FR0011202035.PAR,Quilvest Euro Yield D-P,Mutual Fund,Paris,09:00,17:30,UTC+01,EUR,0.2308
F00000NUAY.PAR,Quilvest Euro Yield D-P,Mutual Fund,Paris,09:00,17:30,UTC+01,EUR,0.2308
