region,type,symbol,name
Dusseldorf,ETF,003F.DUS,"WT.AS.PC.EXJ"
Dusseldorf,ETF,003I.DUS,"WISDOMTREE INTL H.Q.D.GR."
Dusseldorf,ETF,003J.DUS,"WT.AUS.DIV.FD."
Dusseldorf,ETF,003K.DUS,"WISDOMTREE US.EARN.500 FD"
Dusseldorf,ETF,003S.DUS,"WISDOMTREE F.U.S.H.Y.C.BD"
Dusseldorf,ETF,003T.DUS,"W.T.GL.EX-MEXICO EQU.FD"
Dusseldorf,ETF,00LD.DUS,"ADV.SH.TR.-AS D.V.EQ.ETF"
Dusseldorf,ETF,00MC.DUS,"I.R.T200P.V."
Dusseldorf,ETF,01D9.DUS,"ISHSTR-MSCI CHINA S.-C.ET"
Dusseldorf,ETF,025P.DUS,"VANG.MORT.-BKD S.IDX ETF"
Dusseldorf,ETF,03AN.DUS,"ALPS ETF TR.-EM.SEC.DIV."
Dusseldorf,ETF,03EF.DUS,"IND.IQ E.T.-IQ US R.E.S.C"
Dusseldorf,ETF,03OV.DUS,"PROSHS U.BL.CR.OIL NEW 17"
Dusseldorf,ETF,03OX.DUS,"PROSHS T.U.P.SH.NASDAQ B."
Dusseldorf,ETF,09SE.DUS,"SCHWAB STR.TR.-US LC.VAL."
Dusseldorf,ETF,09SQ.DUS,"SCHWAB S.T.-S.F.US SC.IDX"
Dusseldorf,ETF,09ST.DUS,"SCHWAB S.T.-S.F.US B.M.I."
Dusseldorf,ETF,0BY9.DUS,"ISHS-E.MSCI M.VOL USA ETF"
Dusseldorf,ETF,0BYG.DUS,"IS.TR.-IS.MSCI I.D.M.F."
Dusseldorf,ETF,0BYY.DUS,"ISHS AAA-A RD.CORP.BD.ETF"
Dusseldorf,ETF,0DF2.DUS,"D.S.ETF T.-D.D.BR.B.3XNEW"
Dusseldorf,ETF,0DF3.DUS,"DIRE.S.ETF-D.S+P B.B.3X N"
Dusseldorf,ETF,0DFV.DUS,"DIR.S.-D.D.C.300 C.A S.BE"
Dusseldorf,ETF,0I78.DUS,"SISF GL I.LKD BD B ACC.EO"
Dusseldorf,ETF,0R4E.DUS,"E.T.C.T.-HULL TACT.US ETF"
Dusseldorf,ETF,0TZ0.DUS,"ETF M.-BLUEST.ISRAEL TEC."
Dusseldorf,ETF,0V1D.DUS,"VANG.S+P SC.600 V.IDX ETF"
Dusseldorf,ETF,0V1G.DUS,"VANGUARD S+P500 G.IDX ETF"
Dusseldorf,ETF,10AD.DUS,"F.EAGLE AMUNDI INTER.AHEO"
Dusseldorf,ETF,11Z2.DUS,"ISH.TR.-MSCI ACWI L.CA.T."
Dusseldorf,ETF,11ZE.DUS,"ISHSTR-ISHS MSCI JP M.VO."
Dusseldorf,ETF,18MD.DUS,"AMUNDI ETF LE.EO ST.50 D."
Dusseldorf,ETF,18MW.DUS,"A.ETF G.B.EMTS B.IG 10-15"
Dusseldorf,ETF,1FU1.DUS,"FIRST TR.ETF II-INTL IPO"
Dusseldorf,ETF,1FUG.DUS,"FST T.III-L-SH.EQUITY ETF"
Dusseldorf,ETF,1FUH.DUS,"1ST T.ET A.-SC.GRWTH ADEX"
Dusseldorf,ETF,1PP1.DUS,"I.OYDCSNK1"
Dusseldorf,ETF,26IB.DUS,"ISHSTR-MSCI IRELAND CP.ET"
Dusseldorf,ETF,2B72.DUS,"ISHS VI-MSCI E.MD CAP ACC"
Dusseldorf,ETF,2B76.DUS,"ISHS IV-AUTO.+ROBOTIC.ETF"
Dusseldorf,ETF,2B77.DUS,"ISHS IV-AGEING POPUL.ETF"
Dusseldorf,ETF,2B7N.DUS,"ISHSIII-MSCI T.UK RE LSD"
Dusseldorf,ETF,2B7T.DUS,"ISHSII-LS I.LKD GILTS LSD"
