region,type,symbol,name
Hanover,Equity,1BR1.HAN,"URW (STAPLED SHS)  EO-,05"
Hanover,Equity,6D8.HAN,"DOWDUPONT INC.  O.N."
Hanover,Equity,A44.HAN,"AENA SME S.A.  EO 10"
Hanover,Equity,AAG.HAN,"AUMANN AG  INH O.N."
Hanover,Equity,ABEC.HAN,"ALPHABET INC.CL C DL-,001"
Hanover,Equity,ABJ.HAN,"ABB LTD. NA  SF 0,12"
Hanover,Equity,AEND.HAN,"AEGON NV (DEMAT.)  EO-12"
Hanover,Equity,AFX.HAN,"CARL ZEISS MEDITEC AG"
Hanover,Equity,AGX.HAN,"AGENNIX AG I.A."
Hanover,Equity,AHLA.HAN,"ALIBABA GR.HLDG SP.ADR 1"
Hanover,Equity,AIXA.HAN,"AIXTRON SE NA O.N."
Hanover,Equity,ATW.HAN,"ALLERTHAL-WERKE-AG O.N."
Hanover,Equity,BBZA.HAN,"BB BIOTECH NAM.  SF 0,20"
Hanover,Equity,BEZ.HAN,"BERENTZEN-GRP.AG"
Hanover,Equity,BFSA.HAN,"BEFESA S.A. ORD. O.N."
Hanover,Equity,BIJ.HAN,"BIJOU BRIGITTE O.N."
Hanover,Equity,BMW.HAN,"BAY.MOTOREN WERKE AG ST"
Hanover,Equity,BMW3.HAN,"BAY.MOTOREN WERKE  VZO"
Hanover,Equity,BRYN.HAN,"BERKSH. H.B NEW DL-,00333"
Hanover,Equity,BSD2.HAN,"BCO SANTANDER N.EO0,5"
Hanover,Equity,BST.HAN,"BASTEI LUEBBE AG  O.N."
Hanover,Equity,BTQ.HAN,"BT GROUP PLC  LS 0.05"
Hanover,Equity,BVB.HAN,"BORUSSIA DORTMUND"
Hanover,Equity,BYW6.HAN,"BAYWA AG VINK.NA. O.N."
Hanover,Equity,CBHD.HAN,"COLOPLAST NAM. B  DK 1"
Hanover,Equity,COK.HAN,"CANCOM SE O.N."
Hanover,Equity,CSX.HAN,"CRED.SUISSE GRP NA SF-,04"
Hanover,Equity,CVLB.HAN,"VALE S.A. ADR 1"
Hanover,Equity,CXR.HAN,"CSX CORP.  DL 1"
Hanover,Equity,DBAN.HAN,"DT.BETEILIG.AG  NA O.N."
Hanover,Equity,DBK.HAN,"DEUTSCHE BANK AG NA O.N."
Hanover,Equity,DRW8.HAN,"DRAEGERWERK ST.A.O.N."
Hanover,Equity,E4U.HAN,"ENWAVE CORPORATION"
Hanover,Equity,EJR.HAN,"EAST JAPAN RWY"
Hanover,Equity,EJT1.HAN,"EASYJET PLC  LS-,27285714"
Hanover,Equity,EOAN.HAN,"E.ON SE NA O.N."
Hanover,Equity,ERCB.HAN,"ERICSSON B (FRIA)"
Hanover,Equity,EUK2.HAN,"EUROKAI KGAA INH.A."
Hanover,Equity,EUK3.HAN,"EUROKAI KGAA VZO"
Hanover,Equity,EVK.HAN,"EVONIK INDUSTRIES NA O.N."
Hanover,Equity,FO4N.HAN,"AGEAS SA-NV"
Hanover,Equity,GBRA.HAN,"GEBERIT AG NA DISP. SF-10"
Hanover,Equity,GFT.HAN,"GFT TECHNOLOGIES SE"
