region,type,symbol,name
Thailand,Equity,A-R.BAK,"Areeya Property Public Company Limited"
Thailand,Equity,A.BAK,"Areeya Property Public Company Limited"
Thailand,Equity,ABICO-R.BAK,"Abico Holdings Public Company Limited"
Thailand,Equity,ABICO.BAK,"Abico Holdings Public Company Limited"
Thailand,Equity,AF-R.BAK,"AIRA Factoring Public Company Limited"
Thailand,Equity,AF.BAK,"AIRA Factoring Public Company Limited"
Thailand,Equity,AH-R.BAK,"AAPICO Hitech Public Company Limited"
Thailand,Equity,AH.BAK,"AAPICO Hitech Public Company Limited"
Thailand,Equity,AHC-R.BAK,"Aikchol Hospital Public Company Limited"
Thailand,Equity,AHC.BAK,"Aikchol Hospital Public Company Limited"
Thailand,Equity,AIRA-R.BAK,"AIRA Capital Public Company Limited"
Thailand,Equity,AIRA.BAK,"AIRA Capital Public Company Limited"
Thailand,Equity,AIT.BAK,"Advanced Information Technology Public Company Limited"
Thailand,Equity,AJ-R.BAK,"A.J. Plast Public Company Limited"
Thailand,Equity,AJ.BAK,"A.J. Plast Public Company Limited"
Thailand,Equity,AJA-R.BAK,"AJ Advance Technology Public Company Limited"
Thailand,Equity,AJA.BAK,"AJ Advance Technology Public Company Limited"
Thailand,Equity,AKP-R.BAK,"Akkhie Prakarn Public Company Limited"
Thailand,Equity,AKP.BAK,"Akkhie Prakarn Public Company Limited"
Thailand,Equity,AKR-R.BAK,"Ekarat Engineering Public Company Limited"
Thailand,Equity,ALUCON-R.BAK,"ALUCON Public Company Limited"
Thailand,Equity,ALUCON.BAK,"ALUCON Public Company Limited"
Thailand,Equity,AOT.BAK,"Airports of Thailand Public Company Limited"
Thailand,Equity,AP.BAK,"AP (Thailand) Public Company Limited"
Thailand,Equity,APURE-R.BAK,"Agripure Holdings Public Company Limited"
Thailand,Equity,APURE.BAK,"Agripure Holdings Public Company Limited"
Thailand,Equity,AQ.BAK,"AQ Estate Public Company Limited"
Thailand,Equity,ASIAN-R.BAK,"Asian Seafoods Coldstorage Public Company Limited"
Thailand,Equity,ASIAN.BAK,"Asian Seafoods Coldstorage Public Company Limited"
Thailand,Equity,AU.BAK,"After You Public Company Limited"
Thailand,Equity,AYUD.BAK,"Sri Ayudhya Capital Public Company Limited"
Thailand,Equity,B-R.BAK,"Begistics Public Company Limited"
Thailand,Equity,B.BAK,"Begistics Public Company Limited"
Thailand,Equity,BA-R.BAK,"Bangkok Airways Public Company Limited"
Thailand,Equity,BA.BAK,"Bangkok Airways Public Company Limited"
Thailand,Equity,BAY-R.BAK,"Bank of Ayudhya Public Company Limited"
Thailand,Equity,BAY.BAK,"Bank of Ayudhya Public Company Limited"
Thailand,Equity,BH-R.BAK,"Bumrungrad Hospital Public Company Limited"
Thailand,Equity,BH.BAK,"Bumrungrad Hospital Public Company Limited"
Thailand,Equity,BJC-R.BAK,"Berli Jucker Public Company Limited"
Thailand,Equity,BJC.BAK,"Berli Jucker Public Company Limited"
Thailand,Equity,BJCHI-R.BAK,"BJC Heavy Industries Public Company Limited"
Thailand,Equity,BJCHI.BAK,"BJC Heavy Industries Public Company Limited"
Thailand,Equity,BKKCP.BAK,"Bangkok Commercial Property Fund"
Thailand,Equity,BM.BAK,"Bangkok Sheet Metal Public Company Limited"
Thailand,Equity,BPP-R.BAK,"Banpu Power Public Company Limited"
Thailand,Equity,BPP.BAK,"Banpu Power Public Company Limited"
Thailand,Equity,BR-R.BAK,"Bangkok Ranch Public Company Limited"
Thailand,Equity,BR.BAK,"Bangkok Ranch Public Company Limited"
Thailand,Equity,BROCK.BAK,"Baan Rock Garden Public Company Limited"
Thailand,Equity,BRR-R.BAK,"Buriram Sugar Public Company Limited"
Thailand,Equity,BRR.BAK,"Buriram Sugar Public Company Limited"
Thailand,Equity,BRRGIF.BAK,"Buriram Sugar Group Power Plant Infrastruture Fund"
Thailand,Equity,BTNC-R.BAK,"Boutique Newcity Public Company Limited"
Thailand,Equity,BTNC.BAK,"Boutique Newcity Public Company Limited"
Thailand,Equity,BTW.BAK,"BT Wealth Industries Public Company Limited"
Thailand,Equity,BWG-R.BAK,"Better World Green Public Company Limited"
Thailand,Equity,BWG.BAK,"Better World Green Public Company Limited"
Thailand,Equity,CGH-R.BAK,"Country Group Holdings Public Company Limited"
Thailand,Equity,CGH.BAK,"Country Group Holdings Public Company Limited"
Thailand,Equity,CI-R.BAK,"Charn Issara Development Public Company Limited"
Thailand,Equity,CI.BAK,"Charn Issara Development Public Company Limited"
Thailand,Equity,CIG-R.BAK,"C.I. Group Public Company Limited"
Thailand,Equity,CIG.BAK,"C.I. Group Public Company Limited"
Thailand,Equity,CIMBT-R.BAK,"CIMB Thai Bank Public Company Limited"
Thailand,Equity,CIMBT.BAK,"CIMB Thai Bank Public Company Limited"
Thailand,Equity,CK-R.BAK,"CH. Karnchang Public Company Limited"
Thailand,Equity,CK.BAK,"CH. Karnchang Public Company Limited"
Thailand,Equity,CKP-R.BAK,"CK Power Public Company Limited"
Thailand,Equity,CKP.BAK,"CK Power Public Company Limited"
Thailand,Equity,CM.BAK,"Chiangmai Frozen Foods Public Company Limited"
Thailand,Equity,CNT-R.BAK,"Christiani & Nielsen (Thai) Public Company Limited"
Thailand,Equity,CPF.BAK,"Charoen Pokphand Foods Public Company Limited"
Thailand,Equity,CPNCG.BAK,"CPN Commercial Growth Leasehold Property Fund"
Thailand,Equity,CPTGF.BAK,"C.P. Tower Growth Leasehold Property Fund"
Thailand,Equity,CRD-R.BAK,"Chiangmai Rimdoi Public Company Limited"
Thailand,Equity,CRD.BAK,"Chiangmai Rimdoi Public Company Limited"
Thailand,Equity,CWT-R.BAK,"Chai Watana Tannery Group Public Company Limited"
Thailand,Equity,CWT.BAK,"Chai Watana Tannery Group Public Company Limited"
Thailand,Equity,D-R.BAK,"Dental Corporation Public Company Limited"
Thailand,Equity,D.BAK,"Dental Corporation Public Company Limited"
Thailand,Equity,DCC.BAK,"Dynasty Ceramic Public Company Limited"
Thailand,Equity,DEMCO-R.BAK,"Demco Public Company Limited"
Thailand,Equity,DEMCO.BAK,"Demco Public Company Limited"
Thailand,Equity,DRT-R.BAK,"Diamond Building Products Public Company Limited"
Thailand,Equity,DRT.BAK,"Diamond Building Products Public Company Limited"
Thailand,Equity,DTAC-R.BAK,"Total Access Communication Public Company Limited"
Thailand,Equity,DTAC.BAK,"Total Access Communication Public Company Limited"
Thailand,Equity,DTAC24C1906A.BAK,"DTAC24C1906A.BK"
Thailand,Equity,DTCI-R.BAK,"D.T.C. Industries Public Company Limited"
Thailand,Equity,DTCI.BAK,"D.T.C. Industries Public Company Limited"
Thailand,Equity,EA-R.BAK,"Energy Absolute Public Company Limited"
Thailand,Equity,EA.BAK,"Energy Absolute Public Company Limited"
Thailand,Equity,EE-R.BAK,"Eternal Energy Public Company Limited"
Thailand,Equity,EE.BAK,"Eternal Energy Public Company Limited"
Thailand,Equity,EGCO-R.BAK,"Electricity Generating Public Company Limited"
Thailand,Equity,EGCO.BAK,"Electricity Generating Public Company Limited"
Thailand,Equity,EKH-R.BAK,"Ekachai Medical Care Public Company Limited"
Thailand,Equity,EKH.BAK,"Ekachai Medical Care Public Company Limited"
Thailand,Equity,ERW-R.BAK,"The Erawan Group Public Company Limited"
Thailand,Equity,ERW.BAK,"The Erawan Group Public Company Limited"
Thailand,Equity,ERWPF.BAK,"Erawan Hotel Growth Property Fund"
Thailand,Equity,FANCY-R.BAK,"Fancy Wood Industries Public Company Limited"
Thailand,Equity,FANCY.BAK,"Fancy Wood Industries Public Company Limited"
Thailand,Equity,FC-R.BAK,"Food Capitals Public Company Limited"
Thailand,Equity,FC.BAK,"Food Capitals Public Company Limited"
Thailand,Equity,FE-R.BAK,"Far East Fame Line DDB Public Company Limited"
Thailand,Equity,FE.BAK,"Far East Fame Line DDB Public Company Limited"
Thailand,Equity,FN.BAK,"FN Factory Outlet Public Company Limited"
Thailand,Equity,FSMART-R.BAK,"Forth Smart Service Public Company Limited"
Thailand,Equity,FSMART.BAK,"Forth Smart Service Public Company Limited"
Thailand,Equity,FVC-R.BAK,"Filter Vision Public Company Limited"
Thailand,Equity,FVC.BAK,"Filter Vision Public Company Limited"
Thailand,Equity,GAHREIT.BAK,"Grande Hospitality Real Estate Investment Trust"
Thailand,Equity,GC.BAK,"Global Connections Public Company Limited"
Thailand,Equity,GENCO.BAK,"General Environmental Conservation Public Company Limited"
Thailand,Equity,GFPT-R.BAK,"GFPT Public Company Limited"
Thailand,Equity,GFPT.BAK,"GFPT Public Company Limited"
Thailand,Equity,GGC-R.BAK,"Global Green Chemicals Public Company Limited"
Thailand,Equity,GGC.BAK,"Global Green Chemicals Public Company Limited"
Thailand,Equity,GJS-R.BAK,"G J Steel Public Company Limited"
Thailand,Equity,GJS.BAK,"G J Steel Public Company Limited"
Thailand,Equity,GL-R.BAK,"Group Lease Public Company Limited"
Thailand,Equity,GL.BAK,"Group Lease Public Company Limited"
Thailand,Equity,GPSC-R.BAK,"Global Power Synergy Public Company Limited"
Thailand,Equity,GPSC.BAK,"Global Power Synergy Public Company Limited"
Thailand,Equity,HANA.BAK,"Hana Microelectronics Public Company Limited"
Thailand,Equity,HFT-R.BAK,"Hwa Fong Rubber (Thailand) Public Company Limited"
Thailand,Equity,HFT.BAK,"Hwa Fong Rubber (Thailand) Public Company Limited"
Thailand,Equity,HMPRO-R.BAK,"Home Product Center Public Company Limited"
Thailand,Equity,HMPRO.BAK,"Home Product Center Public Company Limited"
Thailand,Equity,HPF.BAK,"Hemaraj Industrial Property and Leasehold Fund"
Thailand,Equity,HPT-R.BAK,"Home Pottery Public Company Limited"
Thailand,Equity,HPT.BAK,"Home Pottery Public Company Limited"
Thailand,Equity,HREIT.BAK,"Hemaraj Leasehold Real Estate Investment Trust"
