region,type,symbol,name
Amsterdam,ETF,BTMA.AMS,"iShares II Public Limited Company - iShares $ Treasury Bond 7-10yr UCITS ETF"
Amsterdam,ETF,CSCA.AMS,"iShares VII Public Limited Company - iShares MSCI Canada UCITS ETF"
Amsterdam,ETF,CSJP.AMS,"iShares VII Public Limited Company - iShares MSCI Japan UCITS ETF USD (Acc)"
Amsterdam,ETF,DJMC.AMS,"iShares Public Limited Company - iShares EURO STOXX Mid UCITS ETF"
Amsterdam,ETF,DJSC.AMS,"iShares Public Limited Company - iShares EURO STOXX Small UCITS ETF"
Amsterdam,ETF,EMSA.AMS,"ISHARES JPMESG"
Amsterdam,ETF,ERND.AMS,"iShares IV Public Limited Company - iShares $ Ultrashort Bond UCITS ETF"
Amsterdam,ETF,EUEA.AMS,"iShares EURO STOXX 50 ETF EUR Dist"
Amsterdam,ETF,EUNA.AMS,"iShares STOXX Europe 50 ETF EUR Dist"
Amsterdam,ETF,FXGD.AMS,"FinEx Physically Backed Funds Public Limited Company - FinEx Gold ETF"
Amsterdam,ETF,IAPD.AMS,"iShares Public Limited Company - iShares Asia Pacific Dividend UCITS ETF"
Amsterdam,ETF,IBZL.AMS,"iShares Public Limited Company - iShares MSCI Brazil UCITS ETF USD (Dist)"
Amsterdam,ETF,IEER.AMS,"ISHARES EASTE10-40"
Amsterdam,ETF,IEMA.AMS,"iShares III Public Limited Company - iShares MSCI Emerging Markets UCITS ETF (Acc)"
Amsterdam,ETF,IFFF.AMS,"iShares Public Limited Company - iShares MSCI AC Far East ex-Japan UCITS ETF"
Amsterdam,ETF,IFRB.AMS,"iShares V Public Limited Company - iShares France Government Bond UCITS ETF"
Amsterdam,ETF,IJPA.AMS,"iShares III Public Limited Company - iShares Core MSCI Japan IMI UCITS ETF"
Amsterdam,ETF,IJPE.AMS,"MSCI JAP EH"
Amsterdam,ETF,IKRA.AMS,"iShares Public Limited Company - iShares MSCI Korea UCITS ETF USD (Dist)"
Amsterdam,ETF,INAA.AMS,"iShares Public Limited Company - iShares MSCI North America UCITS ETF"
Amsterdam,ETF,ISFA.AMS,"iShares Public Limited Company - iShares Core FTSE 100 UCITS ETF"
Amsterdam,ETF,ITKY.AMS,"ISHARES TURKEY"
Amsterdam,ETF,ITWN.AMS,"iShares Public Limited Company - iShares MSCI Taiwan UCITS ETF"
Amsterdam,ETF,IUES.AMS,"SP 500 EH"
Amsterdam,ETF,IUSA.AMS,"iShares Public Limited Company - iShares S&P 500 UCITS ETF"
Amsterdam,ETF,IWDA.AMS,"iShares III Public Limited Company - iShares Core MSCI World UCITS ETF"
Amsterdam,ETF,IWDE.AMS,"MSCI WRD EH"
Amsterdam,ETF,IWRD.AMS,"iShares Public Limited Company - iShares MSCI World UCITS ETF"
Amsterdam,ETF,NTM.AMS,"Think Total Market UCITS ETF Neutral"
Amsterdam,ETF,RTWO.AMS,"GO UCITS ETF Solutions plc - ETFS Russell 2000 US Small Cap GO UCITS ETF"
Amsterdam,ETF,SDHY.AMS,"iShares IV Public Limited Company - iShares $ Short Duration High Yield Corporate Bond UCITS ETF"
Amsterdam,ETF,SEMD.AMS,"iShares MSCI EM SRI ETF USD Dist"
Amsterdam,ETF,SXLC.AMS,"SPDR US COMMS"
Amsterdam,ETF,TAT.AMS,"Think iBoxx AAA-AA Government Bond UCITS ETF"
Amsterdam,ETF,TGBT.AMS,"Think Capital Asset Management B.V.-Think iBoxx Gov."
Amsterdam,ETF,TGET.AMS,"Think Global Equity UCITS ETF"
Amsterdam,ETF,TPSA.AMS,"iShares II Public Limited Company - iShares $ TIPS UCITS ETF"
Amsterdam,ETF,TSWE.AMS,"Think Sustainable World ETF"
Amsterdam,ETF,UBU3.AMS,"UBS (Irl) ETF Public Limited Company - MSCI USA UCITS ETF"
Amsterdam,ETF,UBUU.AMS,"UBS (Irl) ETF Public Limited Company - Factor MSCI USA Total Shareholder Yield UCITS ETF"
Amsterdam,ETF,UCEU.AMS,"Amundi ETF MSCI Europe UCITS ETF"
Amsterdam,ETF,UEF7.AMS,"UBS ETF SICAV - UBS ETF Barclays US Liquid Corporates 1-5 Year UCITS ETF"
Amsterdam,ETF,UEFD.AMS,"UBS ETF SICAV - MSCI EMU Small Cap UCITS ETF"
Amsterdam,ETF,UIM4.AMS,"UBS ETF SICAV - MSCI EMU UCITS ETF"
Amsterdam,ETF,UIM5.AMS,"UBS ETF SICAV - MSCI Japan UCITS ETF"
Amsterdam,ETF,UIMA.AMS,"UBS ETF SICAV - MSCI Europe UCITS ETF"
Amsterdam,ETF,UIMD.AMS,"UBS ETF SICAV - MSCI Pacific (ex Japan) UCITS ETF"
Amsterdam,ETF,UIMT.AMS,"UBS ETF SICAV - MSCI Pacific Socially Responsible UCITS ETF"
Amsterdam,ETF,UKSR.AMS,"UBS (Irl) ETF Public Limited Company - MSCI United Kingdom IMI Socially Responsible UCITS ETF"
Amsterdam,ETF,VEVE.AMS,"Vanguard Funds Public Limited Company - Vanguard FTSE Developed World UCITS ETF"
Amsterdam,ETF,VFEM.AMS,"Vanguard Funds Public Limited Company - Vanguard FTSE Emerging Markets UCITS ETF"
Amsterdam,ETF,VJPN.AMS,"Vanguard Funds Public Limited Company - Vanguard FTSE Japan UCITS ETF"
Amsterdam,ETF,VMOM.AMS,"Vanguard Funds Public Limited Company - Vanguard Global Momentum Factor UCITS ETF"
Amsterdam,ETF,VUCP.AMS,"Vanguard Funds Public Limited Company - Vanguard USD Corporate Bond UCITS ETF"
Amsterdam,ETF,VUSA.AMS,"Vanguard Funds Public Limited Company - Vanguard S&P 500 UCITS ETF"
Amsterdam,ETF,VUTY.AMS,"Vanguard Funds Public Limited Company - Vanguard USD Treasury Bond UCITS ETF"
Amsterdam,ETF,VVAL.AMS,"Vanguard Funds Public Limited Company - Vanguard Global Value Factor UCITS ETF"
Amsterdam,ETF,VWRL.AMS,"Vanguard Funds Public Limited Company - Vanguard FTSE All-World UCITS ETF"
Amsterdam,ETF,WCOD.AMS,"SSgA SPDR ETFs Europe II Public Limited Company - SPDR MSCI World Consumer Discretionary UCITS ETF"
Amsterdam,ETF,WMAT.AMS,"SSgA SPDR ETFs Europe II Public Limited Company - SPDR MSCI World Materials UCITS ETF"
Amsterdam,ETF,WNRG.AMS,"SSgA SPDR ETFs Europe II Public Limited Company - SPDR MSCI World Energy UCITS ETF"
Amsterdam,ETF,WRDU.AMS,"AMUNDI MSCIWD DR U"
Amsterdam,ETF,WTCH.AMS,"SSgA SPDR ETFs Europe II Public Limited Company - SPDR MSCI World Technology UCITS ETF"
Amsterdam,ETF,WUTI.AMS,"SSgA SPDR ETFs Europe II Public Limited Company - SPDR MSCI World Utilities UCITS ETF"
