region,type,symbol,name
Paris,Mutual Fund,ERESLFPOBLIG.PAR,"ERES LFP Obligataire P"
Paris,Mutual Fund,F000000655.PAR,"www Perf"
Paris,Mutual Fund,F000001LP8.PAR,"Ecofi Enjeux Futurs C"
Paris,Mutual Fund,F000001T3S.PAR,"Ecofi Enjeux Futurs I"
Paris,Mutual Fund,F000001W1Y.PAR,"Palatine Moma B"
Paris,Mutual Fund,F000001XCH.PAR,"ERES DNCA Eurose F"
Paris,Mutual Fund,F0000023UU.PAR,"ERES LFP Obligataire M"
Paris,Mutual Fund,F000002667.PAR,"Danone.Communities D.ISR Prudent"
Paris,Mutual Fund,F00000271J.PAR,"Agipi Grandes Tendances"
Paris,Mutual Fund,F000002JDP.PAR,"HSBC Money Escale"
Paris,Mutual Fund,F000002KFX.PAR,"Natixis Actions US Value R-E"
Paris,Mutual Fund,F000002LYL.PAR,"DPG Flexible Court Terme R"
Paris,Mutual Fund,F000002O4Z.PAR,"Otea 1 A"
Paris,Mutual Fund,F000002OBQ.PAR,"Kiplink S?lection"
Paris,Mutual Fund,F000002Q1G.PAR,"Madeleine DSK"
Paris,Mutual Fund,F000002Q95.PAR,"Tocqueville Ulysse I"
Paris,Mutual Fund,F000002Y1F.PAR,"Vega Eoflex"
Paris,Mutual Fund,F000003Z12.PAR,"Otea PEA"
Paris,Mutual Fund,F000005O79.PAR,"RPS Montaigne Patrimoine"
Paris,Mutual Fund,F00000GUZ0.PAR,"Kiplink Entreprises"
Paris,Mutual Fund,F00000LNU6.PAR,"Haas Epargne 365"
Paris,Mutual Fund,F00000LPNO.PAR,"Roda"
Paris,Mutual Fund,F00000MARH.PAR,"Enjeux Europe R"
Paris,Mutual Fund,F00000ML61.PAR,"Multipar Actions S.R."
Paris,Mutual Fund,F00000MMUI.PAR,"PLB Patrimoine"
Paris,Mutual Fund,F00000MO2T.PAR,"Onyx Invest Onyx 1"
Paris,Mutual Fund,F00000MOI5.PAR,"Natixis Actions US Value R-U"
Paris,Mutual Fund,F00000MQUP.PAR,"Natixis Actions US Growth H-R"
Paris,Mutual Fund,F00000NBF5.PAR,"GHT Investissement"
Paris,Mutual Fund,F00000NBTW.PAR,"Otea 1"
Paris,Mutual Fund,F00000NEX5.PAR,"Natixis Actions US Value H-R"
Paris,Mutual Fund,F00000NN5D.PAR,"Chabouva"
Paris,Mutual Fund,F00000NUAY.PAR,"Quilvest Euro Yield D-P"
Paris,Mutual Fund,F00000NUAZ.PAR,"Quilvest Euro Yield D-I"
Paris,Mutual Fund,F00000NZ3W.PAR,"H2O Allegro HGBP-I"
Paris,Mutual Fund,F00000O71Z.PAR,"DPG TPF Prudent"
Paris,Mutual Fund,F00000O72I.PAR,"BNP Paribas Double Garantie Jlt 2020 C"
Paris,Mutual Fund,F00000OJ7G.PAR,"Hixance Oblig 1 - 3 C"
Paris,Mutual Fund,F00000OSAQ.PAR,"MIGCB - 2012"
Paris,Mutual Fund,F00000P2HG.PAR,"Fondo BNPP Seicedole A A-I"
Paris,Mutual Fund,F00000P2XK.PAR,"LCL Vocation Rendement (Nov. 2012)"
Paris,Mutual Fund,F00000PCFO.PAR,"BFT Sequin ISR ED"
Paris,Mutual Fund,F00000PGB5.PAR,"Adocotia"
Paris,Mutual Fund,F00000POFX.PAR,"UBAM Convertibles Europe UHC GBP"
Paris,Mutual Fund,F00000PVC2.PAR,"Oddo Convertible Europe DI-EUR"
Paris,Mutual Fund,F00000PZRU.PAR,"Hixance Skyliner C"
Paris,Mutual Fund,F00000QBC9.PAR,"F.D.J.A.86"
Paris,Mutual Fund,F00000QGEU.PAR,"Oddo Optimal Income DI-EUR"
Paris,Mutual Fund,F00000RTME.PAR,"DNP Convictions"
Paris,Mutual Fund,F00000S8DO.PAR,"Oddo Avenir Euro P-EUR"
Paris,Mutual Fund,F00000SA4G.PAR,"CPR Japon H-P EUR"
Paris,Mutual Fund,F00000TWVH.PAR,"H2O Multistrategies RUSD"
Paris,Mutual Fund,F00000TXZB.PAR,"Hixance Patrimoine I"
Paris,Mutual Fund,F00000U1YP.PAR,"H2O Allegro HSGD-R"
Paris,Mutual Fund,F00000U20V.PAR,"H2O Multibonds RSGD"
Paris,Mutual Fund,F00000U20Y.PAR,"H2O Multibonds HUSD-R"
Paris,Mutual Fund,F00000U3Q5.PAR,"ERES LFP Obligataire H"
Paris,Mutual Fund,F00000U4K9.PAR,"H2O Multiequities IUSD"
Paris,Mutual Fund,F00000U5BY.PAR,"Natixis Actions US Value N-U"
Paris,Mutual Fund,F00000UDQO.PAR,"Isidore"
Paris,Mutual Fund,F00000UERF.PAR,"H2O Adagio HUSD-R"
Paris,Mutual Fund,F00000UIPP.PAR,"Eleaur Patrimoine Flex R A-I"
Paris,Mutual Fund,F00000UIPQ.PAR,"Eleaur Patrimoine Flex I"
Paris,Mutual Fund,F00000UKCG.PAR,"H2O Allegro HUSD-I"
Paris,Mutual Fund,F00000UKCH.PAR,"H2O Allegro HSGD-I C"
Paris,Mutual Fund,F00000UO3B.PAR,"Ellipsis Convertible Risk Adjusted JUSD"
Paris,Mutual Fund,F00000V3QZ.PAR,"H2O Multiequities RUSD"
Paris,Mutual Fund,F00000V3RA.PAR,"H2O Multibonds RUSD"
Paris,Mutual Fund,F00000V3RK.PAR,"H2O Adagio HSGD-R"
Paris,Mutual Fund,F00000V6BZ.PAR,"H2O Adagio HSGD-I C"
Paris,Mutual Fund,F00000V6C1.PAR,"H2O Adagio HGBP-I"
Paris,Mutual Fund,F00000V7ES.PAR,"DNCA ?urocovery I"
Paris,Mutual Fund,F00000VA7Q.PAR,"SG Elvancia Plus"
Paris,Mutual Fund,F00000VDYM.PAR,"H2O Adagio HGBP-R"
Paris,Mutual Fund,F00000VR0X.PAR,"Feeder Lyxor SG Glb Qult Inc NTR C2-GBPH"
Paris,Mutual Fund,F00000VR0Y.PAR,"Feeder Lyxor SG Glb Qult Inc NTR C3-GBPH"
Paris,Mutual Fund,F00000VR0Z.PAR,"Feeder Lyxor SG Glb Qult Inc NTR C4-GBPH"
Paris,Mutual Fund,F00000VR3P.PAR,"Echiquier QME Global"
Paris,Mutual Fund,F00000VSZL.PAR,"Vega Monde Equilibre R-E"
Paris,Mutual Fund,F00000W7Y0.PAR,"H2O Vivace HSGD-R"
Paris,Mutual Fund,F00000W8K3.PAR,"Seeyond Equity Factor Invst US H-EUR-IC"
Paris,Mutual Fund,F00000WHJ6.PAR,"HGA Obligations vertes ISR R"
Paris,Mutual Fund,F00000WKYL.PAR,"Echiquier QME"
Paris,Mutual Fund,F00000WMSQ.PAR,"Exane Vauban Fund P"
Paris,Mutual Fund,F00000WQ9L.PAR,"CNP Assur EdRAM Actions Europe N"
Paris,Mutual Fund,F00000WQ9T.PAR,"R-co Risk-Based HQLA Euro IC EUR"
Paris,Mutual Fund,F00000WTEG.PAR,"Ollagnier"
Paris,Mutual Fund,F00000WUFA.PAR,"ERAAM Premia"
Paris,Mutual Fund,F00000WUFB.PAR,"ERAAM Premia I"
Paris,Mutual Fund,F00000X1DK.PAR,"Echiquier QME I"
Paris,Mutual Fund,F00000X3VN.PAR,"CPR USA H-P EUR"
Paris,Mutual Fund,F00000X4W6.PAR,"THEAM Quant FI High Vol Super X"
Paris,Mutual Fund,F00000XLN4.PAR,"H2O Multistrategies HSGD-R"
Paris,Mutual Fund,F00000XS9O.PAR,"Ellipsis Polarius Credit Fund JEUR"
Paris,Mutual Fund,F00000XXRN.PAR,"FCP Niccolo Polo"
