region,type,symbol,name
Australia,Mutual Fund,10007.AUS,"BT-Aberdeen Act Hgd Intl Eq"
Australia,Mutual Fund,10013.AUS,"BT-BlackRock Scientific Dividend Gr"
Australia,Mutual Fund,10158.AUS,"ipac Pathways 30"
Australia,Mutual Fund,10169.AUS,"OnePath OA IP-BlackRock Sci Dividend Gr EF"
Australia,Mutual Fund,10277.AUS,"OnePath OA IP-BlackRock Sci Dividend Gr NE"
Australia,Mutual Fund,10278.AUS,"OnePath OA IP-BlackRock Sci Intl Eq EF"
Australia,Mutual Fund,10279.AUS,"OnePath OA IP-BlackRock Sci Intl Eq NE"
Australia,Mutual Fund,10601.AUS,"Ausbil - Australian Emerging Leaders Fund"
Australia,Mutual Fund,11080.AUS,"Optimix WS-Australian Fixed Interest A"
Australia,Mutual Fund,11082.AUS,"Optimix WS-Australian Share A"
Australia,Mutual Fund,11083.AUS,"Optimix WS-Balanced A"
Australia,Mutual Fund,11084.AUS,"Optimix WS-Conservative A"
Australia,Mutual Fund,11087.AUS,"Optimix MTM W Global Smaller Companies"
Australia,Mutual Fund,11307.AUS,"CFS FC-Schroder W Credit Sec"
Australia,Mutual Fund,11313.AUS,"CFS FC-UBS W Australian Share"
Australia,Mutual Fund,11324.AUS,"CFS FC-Altrinsic W Global Equity"
Australia,Mutual Fund,11326.AUS,"CFS FC-T. Rowe Price W Glb Eqty"
Australia,Mutual Fund,11771.AUS,"Bentham Syndicated Loan"
Australia,Mutual Fund,11807.AUS,"CFS FC-APN Wholesale AREIT"
Australia,Mutual Fund,11809.AUS,"CFS FC-Ironbark Karara W Aus Share"
Australia,Mutual Fund,11929.AUS,"OnePath OA IP-BlackRock Sci Aus Eq EF"
Australia,Mutual Fund,11930.AUS,"OnePath OA IP-BlackRock Sci Aus Eq NE"
Australia,Mutual Fund,12160.AUS,"IFP Global Franchise"
Australia,Mutual Fund,12289.AUS,"Elstree Enhanced Income"
Australia,Mutual Fund,12296.AUS,"BWA Cash Management Trust"
Australia,Mutual Fund,12308.AUS,"AMP International Share Enhanced Index AMPCI"
Australia,Mutual Fund,12352.AUS,"AMP Capital Global Property Securities AMPCI"
Australia,Mutual Fund,12433.AUS,"BT UBS Australian Share WSA"
Australia,Mutual Fund,12923.AUS,"DDH Graham Limited High Yield"
Australia,Mutual Fund,13030.AUS,"ANZ Ausbil Aus Emerging Leaders"
Australia,Mutual Fund,13033.AUS,"OnePath OA IP-CFS Global Credit Inc EF"
Australia,Mutual Fund,13036.AUS,"OnePath OA IP-Bentham Global Income NE"
Australia,Mutual Fund,13289.AUS,"Folkestone Maxim A-REIT Securities Fund"
Australia,Mutual Fund,13550.AUS,"CFS FC-PM Capital Glb Companies"
Australia,Mutual Fund,13606.AUS,"ANZ OA IP-Ausbil Aus Emerging Leaders EF"
Australia,Mutual Fund,13619.AUS,"ANZ OA IP-CFS Global Credit Income EF"
Australia,Mutual Fund,13620.AUS,"ANZ OA IP-CFS Global Credit Income NE"
Australia,Mutual Fund,13621.AUS,"ANZ OA IP-CFS Imputation EF"
Australia,Mutual Fund,13622.AUS,"ANZ OA IP-CFS Imputation NE"
Australia,Mutual Fund,13695.AUS,"ANZ OA IP-UBS Diversified Fixed Inc NE"
Australia,Mutual Fund,14129.AUS,"DDH Australian Shares"
Australia,Mutual Fund,14130.AUS,"DDH Conservative Growth"
Australia,Mutual Fund,14131.AUS,"DDH Balanced Growth"
Australia,Mutual Fund,14132.AUS,"DDH Aggressive Growth"
Australia,Mutual Fund,14138.AUS,"BT Wrap Essentials - BlackRock Scientific Indexed Australian Listed Propert"
Australia,Mutual Fund,14289.AUS,"Ironbark Denning Pryce Australian Tailored Income Fund"
Australia,Mutual Fund,14440.AUS,"DDH Fixed Interest"
Australia,Mutual Fund,14560.AUS,"DDH Cash"
Australia,Mutual Fund,14632.AUS,"OnePath OA IP-Alternatives Growth EF"
Australia,Mutual Fund,14834.AUS,"Abacus Hospitality Fund"
Australia,Mutual Fund,15329.AUS,"Ausbil Australian Geared Equity Fund"
Australia,Mutual Fund,15584.AUS,"All Star KFM Income Fund"
Australia,Mutual Fund,16252.AUS,"Perpetual Exact Market Cash Fund"
Australia,Mutual Fund,16301.AUS,"Grant Samuel Epoch Gbl Eq Shldr Yield Uhgd"
Australia,Mutual Fund,16302.AUS,"Grant Samuel Epoch Gbl Eq Shldr Yield Hgd"
Australia,Mutual Fund,16313.AUS,"BT Tyndall Australian Share"
Australia,Mutual Fund,16318.AUS,"BT Wrap Essentials - Ironbark GTP Global Equity Thematic"
Australia,Mutual Fund,16321.AUS,"BT Wrap Essentials - Ironbark Global Property Securities"
Australia,Mutual Fund,16593.AUS,"AMP Future Directions Asian Share AMPCI"
Australia,Mutual Fund,16765.AUS,"Perpetual WFIA-Schroder Australian Eq"
Australia,Mutual Fund,16771.AUS,"Perpetual WFIA-Vanguard Aust FI Idx"
Australia,Mutual Fund,16789.AUS,"Perpetual WFIA-Fidelity Australian Eq"
Australia,Mutual Fund,16797.AUS,"Perpetual WFIA-Ibbotson Balanced Growth"
Australia,Mutual Fund,16798.AUS,"Perpetual WFIA-Ibbotson Conservative Gr"
Australia,Mutual Fund,16799.AUS,"Perpetual WFIA-Ibbotson Growth"
Australia,Mutual Fund,16820.AUS,"Perpetual WFIA-GSE Gbl Eq Shldr Yield UH"
Australia,Mutual Fund,16945.AUS,"BWA Cash Management Trust IDPS"
Australia,Mutual Fund,17329.AUS,"OnePath OA IP-ANZ Cash Advantage NEF"
Australia,Mutual Fund,17415.AUS,"IFP Global Franchise Fund (Hedged)"
Australia,Mutual Fund,17535.AUS,"BT Ausbil Australian Active Equity"
Australia,Mutual Fund,17536.AUS,"BT Ausbil Emerging Leaders"
Australia,Mutual Fund,17541.AUS,"BT Wrap Essentials - Advance International Fixed Interest Multi-Blend"
Australia,Mutual Fund,17962.AUS,"AMP Australian Bond AMPCI"
Australia,Mutual Fund,18135.AUS,"OnePath OA IP-Altrinsic Glbl Eq EF-Sel"
Australia,Mutual Fund,18163.AUS,"Ausbil MicroCap Fund"
Australia,Mutual Fund,18344.AUS,"Ausbil 130-30 Focus Fund"
Australia,Mutual Fund,18500.AUS,"OnePath OA FR IP-AMP Cap Res Intl Share"
Australia,Mutual Fund,18508.AUS,"OnePath OA FR IP-BlackRock Dividend Growth"
Australia,Mutual Fund,18517.AUS,"OnePath OA FR IP-CFS Global Credit Inc"
Australia,Mutual Fund,19035.AUS,"CFS FC-AMP Capital W Global Prop Sec"
Australia,Mutual Fund,19143.AUS,"ANZ OA IP-ANZ Term Deposit 6 Months"
Australia,Mutual Fund,19145.AUS,"ANZ OA IP-ANZ Term Deposit 2 Years"
Australia,Mutual Fund,19146.AUS,"ANZ OA IP-ANZ Term Deposit 3 Years"
Australia,Mutual Fund,19163.AUS,"OnePath OA IP-ANZ Term Deposit 2 Years"
Australia,Mutual Fund,19164.AUS,"OnePath OA IP-ANZ Term Deposit 3 Years"
Australia,Mutual Fund,19288.AUS,"Bendigo Defensive Index"
Australia,Mutual Fund,19289.AUS,"Bendigo Conservative Index"
Australia,Mutual Fund,19290.AUS,"Bendigo Balanced Index"
Australia,Mutual Fund,19291.AUS,"Bendigo Growth Index"
Australia,Mutual Fund,19292.AUS,"Bendigo High Growth Index"
Australia,Mutual Fund,19314.AUS,"CFML Schroder Equity Opportunities Fund"
Australia,Mutual Fund,19330.AUS,"LDI Connect 3 Portfolio"
Australia,Mutual Fund,19800.AUS,"DMG Diversified Portfolio"
Australia,Mutual Fund,19904.AUS,"Ophir Opportunities"
Australia,Mutual Fund,2530.AUS,"ipac Strtgc Invest Srv - Inflation Plus 2"
Australia,Mutual Fund,2882.AUS,"IOOF Flexi Trust - Balanced Fund"
Australia,Mutual Fund,3220.AUS,"SG Hiscock Wholesale Property"
Australia,Mutual Fund,3283.AUS,"SG Hiscock WS Property Securities"
Australia,Mutual Fund,3321.AUS,"IOOF MultiMix Wholesale Australian Property Trust"
Australia,Mutual Fund,3477.AUS,"OnePath WS-Australian Share Trust"
Australia,Mutual Fund,3478.AUS,"OnePath WS-Balanced Trust"
Australia,Mutual Fund,3987.AUS,"Nikko AM Tyndall Australian Share W"
Australia,Mutual Fund,4029.AUS,"SG Hiscock Property Opportunities Fund"
Australia,Mutual Fund,40723.AUS,"Trilogy Melbourne Office Syndicate - Cheltenham"
Australia,Mutual Fund,40930.AUS,"Colchester Global Government Bond Fund"
Australia,Mutual Fund,40940.AUS,"BMO LGM Global Emerging Markets"
Australia,Mutual Fund,40948.AUS,"DNR Capital Australian Equities High Conviction Fund"
Australia,Mutual Fund,40967.AUS,"AEI Wholesale Emerging Companies Fund"
Australia,Mutual Fund,41045.AUS,"DNR Capital Advantage Australian Equities High Conviction Fund"
Australia,Mutual Fund,41081.AUS,"Colchester Global Government Bond Fund"
Australia,Mutual Fund,41082.AUS,"Australian Unity A-REIT Fund"
Australia,Mutual Fund,41108.AUS,"CFS FC-Bennelong Kardin W Abs Ret"
Australia,Mutual Fund,4545.AUS,"Yarra Emerging Leaders Fund"
Australia,Mutual Fund,4729.AUS,"Optimix WS-Australian Fixed Int"
Australia,Mutual Fund,4732.AUS,"Optimix WS-Conservative"
Australia,Mutual Fund,4733.AUS,"Optimix WS-Balanced"
Australia,Mutual Fund,5031.AUS,"OnePath WS-Capital Stable Trust"
Australia,Mutual Fund,6117.AUS,"Ausbil Australian Active Equity Fund"
Australia,Mutual Fund,6118.AUS,"Ausbil Balanced Fund"
Australia,Mutual Fund,6710.AUS,"Optimix WS-Australian Share No.2"
Australia,Mutual Fund,68.AUS,"MLC Masterkey Unit Trust - Vngrd Aust Share Index"
Australia,Mutual Fund,7610.AUS,"OnePath WS-Blue Chip Imputation Trust"
Australia,Mutual Fund,8425.AUS,"Loftus Peak Global Disruption Fund"
Australia,Mutual Fund,8993.AUS,"OnePath OA IP-CFS Imputation EF"
Australia,Mutual Fund,8994.AUS,"OnePath OA IP-CFS Imputation NE"
Australia,Mutual Fund,8997.AUS,"OnePath OA IP-BlackRock Balanced EF"
Australia,Mutual Fund,926.AUS,"BT Fixed Interest BTFM"
Australia,Mutual Fund,AAP0103AU.AUS,"Ausbil Australian Active Equity Fund"
Australia,Mutual Fund,ABACUSHOSPIT.AUS,"Abacus Hospitality Fund"
Australia,Mutual Fund,ABMANAGEDVOL.AUS,"AB Managed Volatility Equities Fund"
Australia,Mutual Fund,ADVBALANCEDM.AUS,"Adv Balanced Multi-Blend ARS"
Australia,Mutual Fund,ADVDEFENSIVE.AUS,"Adv Defensive Multi-Blend ARS"
