region,type,symbol,name
Australia,Equity,1AL.AUS,"OneAll International Limited"
Australia,Equity,A1C.AUS,"AIC Resources Limited"
Australia,Equity,A4N.AUS,"Alpha HPA Limited"
Australia,Equity,AAJ.AUS,"Aruma Resources Limited"
Australia,Equity,AAR.AUS,"Anglo Australian Resources NL"
Australia,Equity,AAU.AUS,"Adcorp Australia Limited"
Australia,Equity,ABP.AUS,"Abacus Property Group Stapled Securities"
Australia,Equity,ABR.AUS,"American Pacific Borate & Lithium Ltd"
Australia,Equity,ABT.AUS,"Abundant Produce Limited"
Australia,Equity,ABVDA.AUS,"Advanced Braking Technology Limited"
Australia,Equity,ABW.AUS,"Aurora Absolute Return Fund"
Australia,Equity,ABX.AUS,"Australian Bauxite Limited"
Australia,Equity,AC8.AUS,"AusCann Group Holdings Ltd"
Australia,Equity,ACB.AUS,"A-Cap Energy Limited"
Australia,Equity,ACF.AUS,"Acrow Formwork and Construction Services Limited"
Australia,Equity,ADA.AUS,"Adacel Technologies Limited"
Australia,Equity,ADN.AUS,"Andromeda Metals Limited"
Australia,Equity,ADR.AUS,"Adherium Limited"
Australia,Equity,AEE.AUS,"Aura Energy Limited"
Australia,Equity,AEF.AUS,"Australian Ethical Investment Ltd"
Australia,Equity,AEFDA.AUS,"Australian Ethical Investment Ltd"
Australia,Equity,AEI.AUS,"Aeris Environmental Ltd"
Australia,Equity,AER.AUS,"Aeeris Limited"
Australia,Equity,AEV.AUS,"Avenira Limited"
Australia,Equity,AFA.AUS,"ASF Group Limited"
Australia,Equity,AFI.AUS,"Australian Foundation Investment Company Limited"
Australia,Equity,AFP.AUS,"AFT Pharmaceuticals Limited"
Australia,Equity,AGH.AUS,"Althea Group Holdings Limited"
Australia,Equity,AGJ.AUS,"Agricultural Land Trust"
Australia,Equity,AGR.AUS,"Aguia Resources Limited"
Australia,Equity,AHF.AUS,"Australian Dairy Farms Group"
Australia,Equity,AHG.AUS,"Automotive Holdings Group Limited"
Australia,Equity,AHK.AUS,"Ark Mines Limited"
Australia,Equity,AHL.AUS,"AHAlife Holdings Limited"
Australia,Equity,AHX.AUS,"Apiam Animal Health Limited"
Australia,Equity,AHZ.AUS,"Admedus Limited"
Australia,Equity,AHZRA.AUS,"ADMEDUS RTS 06DEC"
Australia,Equity,AIS.AUS,"Aeris Resources Limited"
Australia,Equity,AIZ.AUS,"Air New Zealand Limited"
Australia,Equity,AJC.AUS,"Acacia Coal Limited"
Australia,Equity,AJL.AUS,"AJ Lucas Group Limited"
Australia,Equity,AJM.AUS,"Altura Mining Limited"
Australia,Equity,AJX.AUS,"Alexium International Group Limited"
Australia,Equity,AKG.AUS,"Academies Australasia Group Limited"
Australia,Equity,AKM.AUS,"Aspire Mining Limited"
Australia,Equity,AKN.AUS,"Auking Mining Limited"
Australia,Equity,AKP.AUS,"Audio Pixels Holdings Limited"
Australia,Equity,ALK.AUS,"Alkane Resources Limited"
Australia,Equity,ALQ.AUS,"ALS Limited"
Australia,Equity,ALX.AUS,"Atlas Arteria Limited Stapled Securities"
Australia,Equity,ALY.AUS,"Alchemy Resources Limited"
Australia,Equity,AMS.AUS,"Atomos Limited"
Australia,Equity,ANL.AUS,"Amani Gold Limited"
Australia,Equity,ANN.AUS,"Ansell Limited"
Australia,Equity,ANP.AUS,"Antisense Therapeutics Limited"
Australia,Equity,ANZ.AUS,"Australia and New Zealand Banking Group Limited"
Australia,Equity,AOA.AUS,"Ausmon Resources Limited"
Australia,Equity,AOF.AUS,"Australian Unity Office Fund"
Australia,Equity,AOG.AUS,"Aveo Group Stapled Securities"
Australia,Equity,AOP.AUS,"Apollo Consolidated Limited"
Australia,Equity,AOU.AUS,"Auroch Minerals Limited"
Australia,Equity,APC.AUS,"Australian Potash Limited"
Australia,Equity,APG.AUS,"Austpac Resources N.L."
Australia,Equity,APW.AUS,"Aims Property Securities Fund"
Australia,Equity,APX.AUS,"Appen Limited"
Australia,Equity,APZ.AUS,"Aspen Group Stapled Securities"
Australia,Equity,AQC.AUS,"Australian Pacific Coal Limited"
Australia,Equity,AQG.AUS,"Alacer Gold Corp."
Australia,Equity,AQI.AUS,"Alicanto Minerals Limited"
Australia,Equity,AQS.AUS,"Aquis Entertainment Limited"
Australia,Equity,AQX.AUS,"Alice Queen Limited"
Australia,Equity,AQZ.AUS,"Alliance Aviation Services Limited"
Australia,Equity,ARA.AUS,"Ariadne Australia Limited"
Australia,Equity,ARF.AUS,"Arena REIT Ordinary Stapled Units"
Australia,Equity,ARU.AUS,"Arafura Resources Limited"
Australia,Equity,ARX.AUS,"Arc Exploration Limited"
Australia,Equity,ASL.AUS,"Ausdrill Limited"
Australia,Equity,ASN.AUS,"Anson Resources Limited"
Australia,Equity,ASW.AUS,"Advanced Share Registry Limited"
Australia,Equity,ASX.AUS,"ASX Limited"
Australia,Equity,ATP.AUS,"Atlas Pearls Ltd"
Australia,Equity,ATX.AUS,"Amplia Therapeutics Limited"
Australia,Equity,AU8.AUS,"AuMake International Limited"
Australia,Equity,AUH.AUS,"AustChina Holdings Limited"
Australia,Equity,AUL.AUS,"AuStar Gold Limited"
Australia,Equity,AUQ.AUS,"Alara Resources Limited"
Australia,Equity,AUZ.AUS,"Australian Mines Limited"
Australia,Equity,AVCDC.AUS,"Auctus Alternative Investments Limited"
Australia,Equity,AVH.AUS,"Avita Medical Limited"
Australia,Equity,AVJ.AUS,"AVJennings Limited"
Australia,Equity,AVL.AUS,"Australian Vanadium Limited"
Australia,Equity,AVQ.AUS,"Axiom Mining Limited"
Australia,Equity,AVW.AUS,"Avira Resources Limited"
Australia,Equity,AVZ.AUS,"AVZ Minerals Limited"
Australia,Equity,AWC.AUS,"Alumina Limited"
Australia,Equity,AWV.AUS,"Anova Metals Limited"
Australia,Equity,AWY.AUS,"Australian Whisky Holdings Limited"
Australia,Equity,AXE.AUS,"Archer Exploration Limited"
Australia,Equity,AXP.AUS,"AirXpanders Inc."
Australia,Equity,AXT.AUS,"Argo Exploration Limited"
Australia,Equity,AYK.AUS,"AMYF FOUR FPO"
Australia,Equity,AYM.AUS,"Australia United Mining Limited"
Australia,Equity,AYR.AUS,"Alloy Resources Limited"
Australia,Equity,AYZ.AUS,"Australian Masters Yield Fund No 5 Limited"
Australia,Equity,AZJ.AUS,"Aurizon Holdings Limited"
Australia,Equity,AZM.AUS,"Azumah Resources Limited"
Australia,Equity,AZV.AUS,"Azure Healthcare Limited"
Australia,Equity,AZY.AUS,"Antipa Minerals Limited"
Australia,Equity,BAH.AUS,"Bojun Agriculture Holdings Limited"
Australia,Equity,BBN.AUS,"Baby Bunting Group Limited"
